BREED	COUNTRY	IDNO	CODENO	REGNAME	ACTIVE	CODENAME	DOB	SREGNAME	REL_NM	PL	REL_PL	SCS	REL_SCS	MILK	FAT_P	FAT	STATUS	TDATE	TSOURCE	TDTRS	THRDS	PTAT	TREL	UDC	FLC	BDC	DC	BLACK_PCT	LDTRS	LHRDS	STAT	STR	BD	DF	RA	THURLW	RLS	RLR	FA	FLS	FUA	RUH	RUW	UC	UD	FTP	RTP	TEATL	CEDATE	SCE	PRELIM	SCE_OBS	SCE_REL	DCE	DCE_OBS	DCE_REL	SSB_OBS	SSB_HERDS	SSB_REL	SSB_PCT	SSB_SOURCE	SSB_OFF	DSB_OBS	DSB_DTRS	DSB_HERDS	DSB_REL	DSB_PCT	DSB_SOURCE	DSB_OFF	MS	REL_MS	DIS	AAA	DMS	SCR	SERV_SCR	REL_SCR	SIRE	EVALDATE	RHAIND	HBSTATUS	SBREED	SCOUNTRY	SIDNO	DBREED	DCOUNTRY	DIDNO	MGSBREED	MGSCOUNTRY	MGSIDNO	OBREED	OCOUNTRY	OIDNO	NAABCODE2	NAABCODE3	NAABCODE4	BREED_EVAL	FTI	FUI	NM_PCTILE	PCT_US	SCE_SOURCE	DCE_SOURCE	FI	FE
HO	USA	000065283050	507HO10248	"HENDEL BACARDI-ET"	0	"BACARDI        "	2008-01-26	"EMERALD-ACR-SA T-BAXTER       "	93	2.3	88	2.97	93	27352	3.9	1073	I	2016-04-05	GUSA	82	61	0.71	92	0.68	1.4	0.77	0.73	80	84	61	0.91	0.83	0.73	0.11	1.42	0.01	-2.19	1.34	1.93	1.05	0.89	1.13	1.04	-0.16	1.03	-0.21	-0.49	0.3	2016-04-05	6	NULL	4063	99	6.5	281	82	3184	300	96	5.9	G	G	239	174	84	83	7.3	G	Y	NULL	NULL	NULL	531462	"345,234 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000132973942	HO	USA	000052323638	HO	USA	000122358313	"  "	"   "	"            "	507HO10248	"          "	"          "	HO	NULL	NULL	62	100	G	G	0	101
HO	USA	000139520686	7HO10406	"RONELEE BOLIVER DASHAWN-ET"	0	"DASHAWN        "	2008-09-09	"END-ROAD PVF BOLIVER-ET"	95	2	92	2.93	96	27163	3.7	1016	A	2016-04-05	GUSA	140	73	1.66	94	1.16	0.75	0.94	1.95	85	144	75	0.85	0.92	1.35	1.97	-0.68	0.86	1.42	0.77	0.24	1.32	1.65	1.35	1.24	2.41	0.89	2.09	2.48	0.2	2016-04-05	7.4	NULL	8819	99	7.3	562	87	7934	877	98	6.9	G	G	420	253	85	86	7.6	G	Y	NULL	NULL	NULL	"432   "	"345,456 "	1.5	37219	99	NULL	2016-04-05	NA	**	HO	USA	000123586443	HO	USA	000134644585	HO	CAN	000006026421	"  "	"   "	"            "	507HO10406	"          "	"          "	HO	NULL	NULL	38	100	G	G	-2.1	63
HO	USA	000053778182	507HO10446	"GLEN-D-HAVEN BRYCEN-TW-ET"	0	"BRYCEN         "	2008-05-13	"END-ROAD PVF BOLIVER-ET       "	91	3.5	87	2.86	90	27847	3.5	984	A	2016-04-05	GUSA	92	65	0.07	92	-0.12	0.13	-0.73	0.4	70	92	65	-1.4	-0.11	-0.06	0.51	-2.03	0.09	0.74	0.27	0.2	0.18	0.51	0.27	0.25	0.49	-0.85	0.36	0.46	0.6	2016-04-05	7.1	NULL	2619	98	7.7	193	76	1820	185	93	6.9	G	G	156	73	52	72	6.1	G	Y	NULL	NULL	NULL	534126	"456,345 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000123586443	HO	USA	000052859886	HO	USA	000002275578	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	58	100	G	G	-1.2	77
HO	USA	000069752548	614HO06758	"WALHOWDON DOMAIN GUNNER"	0	GUNNER	2010-09-07	"RONELEE TOYSTORY DOMAIN-ET    "	91	2.2	85	2.92	91	28585	3.7	1044	P	2016-04-05	GUSA	73	39	1.36	91	0.92	-0.05	1.83	2.22	40	73	39	2.25	1.13	1.71	2.23	1.92	1.62	0.82	-0.08	-0.43	0.25	1.33	1.28	1.18	1.54	0.65	1.94	2.44	1.11	2016-04-05	7.5	NULL	565	94	5.7	223	80	489	118	84	6.8	G	G	193	158	58	81	6.9	G	Y	NULL	NULL	NULL	231	"126,561 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000137974489	HO	USA	000064360897	HO	USA	000123586443	HO	840	003004518136	614HO06758	"          "	"          "	HO	NULL	NULL	43	100	G	G	1	39
JE	USA	000117315110	7JE01184	"GLYNN HEADLINE NEWS-ET"	1	"NEWS           "	2010-09-29	"SCHULTZ RESCUE HEADLINE"	88	6.1	80	2.8	86	21327	4.4	930	A	2016-04-05	GUSA	54	23	1	88	6.8	0	NULL	NULL	NULL	54	23	-0.9	-0.1	0	0.8	0.6	-0.3	0.1	0	-0.2	NULL	0.7	1.3	1	0.7	-0.5	0.2	NULL	-0.4	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	"165   "	"135,345 "	2.5	1349	84	NULL	2016-04-05	"  "	HR	JE	USA	000114114336	JE	USA	000116510875	JE	USA	000112797481	"  "	"   "	"            "	"          "	"          "	"          "	JE	7.07	2.03	94	100	NULL	NULL	NULL	NULL
HO	USA	000138276539	614HO05745	"LE-RO-DA TOYSTORY RANDAL-ET"	0	RANDAL*RC	2007-01-06	"JENNY-LOU MRSHL TOYSTORY-ET"	92	-1	87	3.03	92	25786	3.7	956	I	2016-04-05	GUSA	83	50	-0.04	92	0.29	1.32	-0.96	-1.02	40	83	50	-0.77	-0.98	-1.11	-0.63	1.26	-1.67	-2.14	1.49	1.29	1.15	0.7	0.96	0.88	-1.1	0.58	-0.76	-1.04	-0.02	2016-04-05	8.2	NULL	498	93	8.4	238	79	478	90	84	8	G	G	231	146	46	80	9	G	Y	NULL	NULL	NULL	153	"561,135 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060372887	HO	USA	000131793909	HO	USA	000017378279	"  "	"   "	"            "	14WW05745	"          "	"          "	HO	NULL	NULL	13	100	G	G	-1.2	30
HO	840	003005567619	14HO06256	"RED-OAK-DB PLANET SILVER-TW"	0	SILVER	2009-01-13	"ENSENADA TABOO PLANET-ET"	93	4.4	89	2.82	93	26651	3.9	1034	P	2016-04-05	GUSA	110	55	0.12	92	0.16	-0.15	-0.08	-0.3	20	111	55	-0.33	0.27	-0.36	-0.6	0.79	0.7	0.07	-0.21	-0.28	-0.08	-0.02	0.28	0.26	0.28	0.25	0.42	0.29	-1.38	2016-04-05	6.9	NULL	521	93	6.8	330	82	349	106	81	7.8	G	G	223	119	56	77	8.3	G	Y	NULL	NULL	NULL	315	345,456	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000060597003	HO	USA	000136138369	HO	USA	000122358313	HO	840	003004518100	614HO06256	"          "	"          "	HO	NULL	NULL	58	100	G	G	0.7	73
BS	USA	000000199157	138BS04192	"RIEDLAND CAMELOT FAUST ET *TM"	0	FAUST	2006-12-01	"GEARINGS PATRICK CAMELOT"	88	2	78	3.01	86	24224	4.2	1009	A	2016-04-05	GUSA	98	30	0.6	93	0.86	-0.27	NULL	NULL	NULL	98	30	0.4	0.4	0	-0.3	-1	0.7	0.6	0.3	0	NULL	1.1	0.7	0.5	0.5	0.8	1.1	NULL	-1.3	2016-04-05	6.7	NULL	369	90	6.4	63	69	0	0	NULL	NULL			NULL	0	0	NULL	NULL		N	108	88	NULL	156342	"456,561 "	-1.4	927	78	NULL	2016-04-05	"  "	HR	BS	USA	000000187748	BS	USA	000000894778	BS	USA	000000185301	"  "	"   "	"            "	138BS04146	138BS04192	"          "	BS	NULL	NULL	25	100	G	G	NULL	NULL
HO	USA	000069473980	7HO11283	"DE-SU D MAYFIELD 893-ET"	1	MAYFIELD	2010-08-02	"RONELEE TOYSTORY DOMAIN-ET"	97	3.5	93	2.94	99	29579	3.7	1094	A	2016-04-05	GUSA	1308	429	1.9	99	1.65	0.52	1.47	1.9	50	1307	429	1.61	1.22	1.48	1.55	0.37	1.34	1.6	0.59	0.13	1	1.92	2.75	2.53	1.29	1.21	1.51	1.2	0.11	2016-04-05	3.8	NULL	13762	99	3	2518	97	12289	925	99	7.1	G	G	2159	2044	429	97	6.4	G	Y	NULL	NULL	NULL	321465	"234,345 "	2.5	26194	99	NULL	2016-04-05	NA	**	HO	USA	000137974489	HO	USA	000138218285	HO	GBR	000000598172	"  "	"   "	"            "	507HO11283	"          "	"          "	HO	NULL	NULL	66	95	G	G	1.3	46
HO	USA	000062658255	507HO09501	"UFM-DUBS OLEGANT-ET"	0	"OLEGANT        "	2006-08-22	"HONEYCREST ELEGANT-ET         "	99	2.1	96	3.03	99	28385	3.7	1045	I	2016-04-05	GUSA	1301	462	0.32	99	1.1	-0.25	0.03	-0.44	65	1301	462	1.47	-1.79	-1.29	1.16	4.03	-0.62	1.17	-0.57	-0.68	0.21	0.74	0.52	0.48	0.66	2.15	1.28	0.56	-1.96	2016-04-05	5.5	NULL	24722	99	3.2	5054	98	17113	1273	99	9.4	G	G	4237	3996	749	98	5.9	G	Y	NULL	NULL	NULL	132645	"123,135 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000130629351	HO	USA	000135675834	HO	USA	000122358313	"  "	"   "	"            "	507HO09501	"          "	"          "	HO	NULL	NULL	45	81	G	G	3	45
HO	USA	000066782920	7HO10804	"ROYLANE SHOT GUN 2092-ET"	1	"SHOT GUN"	2009-06-01	"PICSTON SHOTTLE-ET"	92	5.4	88	2.87	91	27035	3.7	998	A	2016-04-05	GUSA	126	73	0.66	93	0.99	0.92	0.19	-0.5	75	126	73	0	0.59	-0.2	-1.04	-0.44	0.74	-0.53	0.88	1.13	0.9	1.54	0.68	0.63	0.35	1.41	0.91	0.77	-0.86	2016-04-05	5.5	NULL	1088	96	6.3	219	78	1008	201	90	7.7	G	G	190	106	64	79	6.9	G	Y	NULL	NULL	NULL	315246	234,345	3.1	7107	96	NULL	2016-04-05	NA	**	HO	GBR	000000598172	HO	USA	000062115945	HO	USA	000122358313	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	74	100	G	G	1.6	75
HO	USA	000069258330	7HO11059	"SPRINGHILL-OH PATRIOT-ET"	0	PATRIOT	2010-03-01	"BADGER-BLUFF FANNY FREDDIE"	95	3.9	91	2.81	97	28209	3.7	1044	A	2016-04-05	GUSA	322	108	0.98	96	1.59	0.54	0.54	-0.39	10	323	108	0.52	0.89	-0.16	-1.05	-0.85	0.81	-1.03	0.55	1.06	0.22	2.4	2.09	1.92	0.06	2.21	-0.41	-0.63	0.59	2016-04-05	7.5	NULL	2514	98	6.6	917	92	1971	239	94	7.3	G	G	686	559	142	92	6.6	G	Y	NULL	NULL	NULL	432516	"456,345 "	NULL	NULL	NULL	NULL	2016-04-05	"I "	99	HO	USA	000060996956	HO	USA	000065439888	HO	DEU	000000253642	"  "	"   "	"            "	507HO11059	"          "	"          "	HO	NULL	NULL	50	100	G	G	2.3	20
JE	USA	000067261691	614JE00542	"VALLEY OAKS JEVONS THRILLER"	0	"THRILLER       "	2008-11-30	"FOREST GLEN MECCAS JEVON-ET   "	92	0.6	86	3	92	20558	4.7	965	I	2016-04-05	GUSA	91	37	-0.1	90	-19.3	0	NULL	NULL	NULL	91	37	-0.9	0.2	0	1.1	-0.4	-0.1	0.4	0	-0.5	NULL	-1.2	0	0	0	-3.1	-0.7	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	156	"456,561 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000112797481	JE	USA	000067037976	JE	USA	000111023978	"  "	"   "	"            "	"          "	"          "	"          "	JE	-19.05	-8.95	25	100	NULL	NULL	NULL	NULL
HO	USA	000069128229	7HO11207	"ROYLANE BOXER PUNCH 4311-ET"	1	PUNCH	2010-07-12	"DREAM-PRAIRIE SHADOW BOXER"	96	3	91	2.94	98	28367	3.9	1098	A	2016-04-05	GUSA	479	183	1.51	97	0.85	1.65	2.02	1.65	20	479	183	1.61	2.55	2.11	0.56	0.5	2.62	0.03	1.72	1.8	1.81	0.92	2.53	2.33	1.11	-0.24	1.49	1.99	0.71	2016-04-05	7.8	NULL	2230	98	6.7	902	93	1887	276	95	7.1	G	G	748	632	192	93	7.2	G	Y	NULL	NULL	NULL	345216	"234,246 "	0.7	11619	98	NULL	2016-04-05	NA	**	HO	USA	000139086241	HO	USA	000062115945	HO	USA	000122358313	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	84	98	G	G	3.2	122
JE	USA	000117221187	614JE00563	"WINDHAVENS LEGAL HYPE-ET"	0	"HYPE           "	2010-05-24	"TOLLENAARS IMPULS LEGAL 233-ET"	88	1.8	79	3.18	86	20737	4.5	926	I	2016-04-05	GUSA	52	25	0.2	86	11.1	0	NULL	NULL	NULL	52	25	0.6	0	0	0.2	0.4	-0.4	-0.1	0	0.7	NULL	0.6	0.3	0.2	0.4	1.3	0.6	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	243	561	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000061929249	JE	USA	000110747378	JE	USA	000000657785	"  "	"   "	"            "	614JE00563	"          "	"          "	JE	10.8	4.48	21	100	NULL	NULL	NULL	NULL
HO	USA	000065828007	507HO11030	"KINGS-RANSOM O DAKKER-ET"	0	DAKKER	2009-11-02	"LONG-LANGS OMAN OMAN-ET"	95	1.1	91	3.15	97	27609	3.8	1047	L	2016-04-05	GUSA	264	170	0.68	96	0.95	0.39	0.51	0.12	30	264	170	1.34	-0.43	-0.67	0.43	0.3	0.46	0.79	0.27	0.35	0.64	0.26	1.39	1.28	0.82	1.24	0.77	0.82	0.54	2016-04-05	6.2	NULL	3438	99	6	851	92	3457	520	96	8.6	G	G	817	843	298	93	7.5	G	Y	NULL	NULL	NULL	"243   "	"345,135 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000135746776	HO	USA	000065247495	HO	USA	000060540164	"  "	"   "	"            "	507HO11030	7WW11030	"          "	HO	NULL	NULL	50	79	G	G	2	88
HO	USA	000052817975	14HO05380	"NIBBE BURT BRUCE-ET"	0	BRUCE	2005-12-09	"LUTZ-BROOKVIEW BURT-ET"	95	-0.2	92	2.86	96	26886	3.7	1007	I	2016-04-05	GUSA	146	97	0.46	94	0.66	2.09	0.2	-0.3	25	147	97	0.34	0.17	-0.13	-0.63	1.01	0.08	-2.47	2.31	2.09	1.96	0.17	0.24	0.22	1.36	1.16	1.72	1.72	-0.88	2016-04-05	9.5	NULL	1109	96	8.2	679	87	981	219	90	8.7	G	G	645	388	149	88	8.2	G	Y	NULL	NULL	NULL	243165	"345,456 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000129901651	HO	USA	000060526348	HO	USA	000002290977	"  "	"   "	"            "	514HO05380	614HO05380	"          "	HO	NULL	NULL	09	76	G	G	-2.2	-6
HO	USA	000069990138	7HO11477	"DE-SU BKM MCCUTCHEN 1174-ET"	1	MCCUTCHEN	2010-11-25	"DE-SU 521 BOOKEM-ET"	96	3	90	2.84	99	29651	3.9	1144	A	2016-04-05	GUSA	1510	526	3.19	99	2.88	2.59	3.06	2.3	10	1510	526	4.01	2.18	1.96	1.6	-1.82	2.17	0.6	3.31	2.85	2.68	3.28	3.42	3.15	2.12	3.47	0.95	0.61	-0.64	2016-04-05	7.5	NULL	28092	99	3.2	1868	99	26342	3288	99	9	G	G	1676	2022	540	98	3.8	G	Y	NULL	NULL	NULL	234156	"126,123 "	1.7	59785	99	NULL	2016-04-05	"I "	99	HO	USA	000066636657	HO	USA	000138218285	HO	GBR	000000598172	"  "	"   "	"            "	507HO11477	"          "	"          "	HO	NULL	NULL	87	85	G	G	0.1	91
HO	USA	000068886441	14HO06649	"BOMAZ PAXTON PATTERSON-ET"	1	PATTERSON	2010-05-14	"ALL-RIEHL PAXTON-ET"	89	3.7	85	2.88	88	28103	3.8	1057	A	2016-04-05	GUSA	55	39	0.5	90	0.67	0.99	0.38	-0.19	80	55	39	0.99	-0.01	-0.39	-0.35	0.98	-0.52	-0.36	0.81	0.93	1.17	0.81	1.14	1.05	-0.42	0.85	0.67	0.14	-0.58	2016-04-05	7.6	NULL	329	91	6.2	110	73	290	100	80	7.6	G	G	104	68	35	73	6.7	G	Y	NULL	NULL	NULL	432	"456,561 "	-0.6	770	75	NULL	2016-04-05	"I "	99	HO	USA	000135393745	HO	USA	000065345779	HO	USA	000060540164	HO	840	003004517418	"          "	"          "	"          "	HO	NULL	NULL	54	100	G	G	2.9	50
HO	840	003004222469	14HO06173	"TIL-ACRES ARMSTED VERNAL-ET"	0	"VERNAL              "	2008-08-28	"DIAMOND-OAK ARMSTEAD-ET       "	90	2.9	86	3.02	89	28528	3.7	1056	I	2016-04-05	GUSA	87	56	-0.19	92	0.07	0.4	-0.27	-0.43	80	87	56	0.33	-0.57	-0.97	-0.25	2.33	-1.5	-0.7	0.29	0.83	0.18	0.25	0.82	0.75	-1.31	0.35	-0.78	-1.28	0.24	2016-04-05	8.1	NULL	512	93	7.3	199	77	516	138	85	7	G	G	185	101	52	76	6	G	Y	NULL	NULL	NULL	342	"234,123 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000132967734	HO	USA	000052542771	HO	USA	000120754720	"  "	"   "	"            "	614HO06173	"          "	"          "	HO	NULL	NULL	49	100	G	G	2.2	49
HO	USA	000056264515	507HO10819	"LARCREST CAMELOT-ETS"	0	CAMELOT	2009-04-14	"ENSENADA TABOO PLANET-ET"	98	3.4	96	2.69	99	27199	3.8	1042	I	2016-04-05	GUSA	512	238	1.23	96	1.14	0.44	0.6	1.28	10	529	240	0.4	0.87	0.84	0.96	0.51	0.59	0.16	0.54	-0.28	0.83	1.23	1.82	1.67	2.69	0.64	1.94	2.57	-1.39	2016-04-05	8.4	NULL	3674	99	6.6	2601	96	4104	674	95	8.2	G	G	1893	1432	308	96	6.1	G	Y	NULL	NULL	NULL	351462	345,135	NULL	NULL	NULL	NULL	2016-04-05	"I "	99	HO	USA	000060597003	HO	USA	000053452457	HO	DEU	000000253642	"  "	"   "	"            "	507HO10819	"          "	"          "	HO	NULL	NULL	55	89	G	G	-1.1	63
HO	USA	000141028426	7HO11497	"KENMORE RUDOLPH-RED-ET"	1	"RUDOLPH-RED    "	2010-11-26	"RONELEE SS DURABLE"	92	0.4	85	2.85	93	27488	3.7	1011	L	2016-04-05	GUSA	79	55	1.15	92	0.94	1.76	0.88	0.16	NULL	79	55	0.9	1.26	0.44	-0.64	0.04	0.49	-0.86	1.89	2.45	1.52	1.26	1.39	1.28	-0.11	1.07	0.57	0.53	0.42	2016-04-05	7.7	NULL	1395	95	5.2	166	78	1354	356	89	7.2	G	G	136	127	68	79	6.1	G	Y	NULL	NULL	NULL	432651	"345,234 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000136747211	HO	USA	000139920383	HO	GBR	000000598172	"  "	"   "	"            "	7WW11497	507HO11497	"          "	HO	NULL	NULL	31	100	G	G	0.4	28
HO	840	003004373205	14HO06195	"RI-VAL-RE RUBY-RED-ET"	0	"RUBY-RED *PO   "	2008-10-11	"AGGRAVATION LAWN BOY P-RED    "	93	1.1	90	3.03	94	25442	3.8	960	I	2016-04-05	GUSA	78	54	-0.72	92	-0.03	-0.84	-1.06	-1.86	85	83	57	-0.81	-1.15	-1.83	-1.67	-0.12	-0.89	1.57	-1.22	-0.78	-0.61	-0.01	0.67	0.62	-1.38	0.45	-1.1	-1.63	-0.13	2016-04-05	8.7	NULL	648	94	7.7	365	82	656	183	87	8.3	G	G	355	213	109	83	6.8	G	Y	NULL	NULL	NULL	243615	"234     "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000133080890	HO	USA	000060815380	HO	CAN	000005844883	HO	USA	000139580053	614HO06195	14WW06195	"          "	HO	NULL	NULL	08	100	G	G	0.6	-17
HO	USA	000064700367	507HO10228	"DE-SU GULF-ET"	0	"GULF           "	2008-03-02	"SANDY-VALLEY BOLTON-ET        "	94	2.8	88	2.77	95	28278	3.9	1093	A	2016-04-05	GUSA	167	98	1.89	93	2.4	0.94	1.64	1.28	70	168	99	2.43	0.78	0.92	1	0.39	0.89	-0.28	0.33	2.21	0.65	3.55	1.85	1.7	0.57	3.56	1.5	0.4	-0.22	2016-04-05	10.2	NULL	10009	99	8.9	520	90	9261	907	98	8.1	G	G	506	488	161	90	11.6	G	Y	NULL	NULL	NULL	213465	"126,246 "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000131823833	HO	USA	000062720649	HO	GBR	000000598172	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	54	84	G	G	-1.2	67
JE	USA	000117192245	614JE00560	"WINDHAVENS LOTTO DANDEE"	0	DANDEE	2010-05-02	"MVF JEVON LOTTO-ET"	86	1.9	78	2.9	85	22590	4.6	1041	A	2016-04-05	GUSA	39	19	0.7	85	0.5	0	NULL	NULL	NULL	39	19	0.2	0.5	0	0.6	0.5	0.2	0.3	0	-0.1	NULL	-0.2	0.8	0.6	1.1	-0.6	-0.2	NULL	1.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	246	126,123	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	840	003004222446	JE	USA	000115185973	JE	USA	000113604948	"  "	"   "	"            "	"          "	"          "	"          "	JE	0.28	-1.87	63	100	NULL	NULL	NULL	NULL
HO	USA	000062833587	514HO05681	"CHARCOL T-STORY LOTO-ET"	0	LOTO	2006-12-19	"JENNY-LOU MRSHL TOYSTORY-ET"	97	-2	96	3.31	99	29060	3.7	1068	A	2016-04-05	GUSA	282	162	0.35	96	-0.24	0.01	-0.05	0.73	50	282	162	-0.6	0.38	0.14	0.68	-1.78	1.3	0.56	0.77	-0.23	-0.07	0.82	-0.05	-0.05	-0.27	-0.84	0.37	0.15	0.84	2016-04-05	7.8	NULL	7199	99	6.4	2631	96	5542	435	98	7.1	G	G	2379	1771	271	97	6.8	G	Y	NULL	NULL	NULL	465231	561	0.8	7396	97	NULL	2016-04-05	NA	**	HO	USA	000060372887	HO	USA	000136102586	HO	USA	000017365519	HO	840	003004518113	514HO05681	614HO05681	"          "	HO	NULL	NULL	16	100	G	G	-1.5	55
HO	840	003004373270	14HO06132	"RONELEE GOLD DIGGER"	1	DIGGER	2008-06-30	"BRAEDALE GOLDWYN"	98	4.4	98	2.66	99	27390	3.7	1018	A	2016-04-05	GUSA	812	300	1.15	98	1.84	0.6	0.29	-0.29	80	858	303	0.89	-0.5	-0.68	-0.03	0.27	0.68	1.08	0.12	0.26	1.2	2.2	1.63	1.5	1.22	2.5	1.67	1.29	-1.94	2016-04-05	4.2	NULL	17316	99	4.6	4230	97	15024	861	99	5.1	G	G	3982	2710	496	98	4.5	G	Y	NULL	NULL	NULL	231	234	2.7	14076	98	NULL	2016-04-05	NA	"  "	HO	CAN	000010705608	HO	USA	000134644585	HO	CAN	000006026421	HO	USA	000139413562	614HO06132	"          "	"          "	HO	NULL	NULL	51	100	G	G	2.3	3
HO	USA	000069250515	7HO11402	"SANDY-VALLEY TAVIR-ET"	1	TAVIR	2010-06-22	"END-ROAD O-MAN BRONCO-ET      "	90	3.4	85	2.95	90	27577	3.7	1020	A	2016-04-05	GUSA	68	39	0.99	90	1.07	0.16	-0.37	0.12	70	68	39	-0.76	0.08	-0.36	-0.06	-1.26	0.43	-0.2	0.39	-0.09	0.18	1.69	2.81	2.59	0.62	-0.21	1.52	1.3	-1.73	2016-04-05	5.9	NULL	327	90	7.3	136	74	260	92	78	6.6	G	G	110	80	41	74	6.1	G	Y	NULL	NULL	NULL	534126	234	1.9	3061	92	NULL	2016-04-05	"I "	99	HO	USA	000135774702	HO	USA	000064833390	HO	USA	000130558361	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	80	100	G	G	0.9	94
HO	USA	000140963137	7HO11216	"GLEN-TOCTIN LIVERSE-ET"	0	"LIVERSE        "	2010-10-25	"DE-SU OBSERVER-ET"	92	3.8	85	2.69	92	28564	3.7	1052	I	2016-04-05	GUSA	86	36	1.84	91	2.19	1.29	-0.45	-0.02	60	86	36	-0.32	-0.76	-0.68	0.61	-0.08	0.05	0.34	1.75	1.04	1.49	2.76	3.07	2.82	1.77	2.07	1.99	1.91	-1.14	2016-04-05	9.2	NULL	581	94	8.9	192	80	543	99	86	7.2	G	G	176	154	41	81	8.2	G	Y	NULL	NULL	NULL	"234   "	"135     "	NULL	NULL	NULL	NULL	2016-04-05	NA	**	HO	USA	000065917481	HO	USA	000137242018	HO	GBR	000000598172	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	73	100	G	G	0	74
HO	USA	000066614854	507HO10702	"NOVA-TMJ EXCEL"	0	EXCEL	2009-02-19	ROUMARE-ET	94	1.5	90	2.85	94	27325	3.9	1074	A	2016-04-05	GUSA	132	58	0.28	93	0.28	0.61	-0.11	0.28	75	132	58	-0.24	0.09	0.1	0.26	0.75	-0.23	-2.75	0.37	0.65	0.36	0.03	1.46	1.34	0.21	-0.19	0.15	-0.12	-0.19	2016-04-05	6.8	NULL	3111	99	6.6	327	80	2554	189	95	8.1	G	G	212	132	54	79	7.6	G	Y	NULL	NULL	NULL	354216	561,456	NULL	NULL	NULL	NULL	2016-04-05	"I "	98	HO	FRA	002217051448	HO	USA	000138420705	HO	USA	000130629351	"  "	"   "	"            "	"          "	"          "	"          "	HO	NULL	NULL	56	100	G	G	-0.9	107
JE	USA	000117264245	614JE00558	"FAMILY HILL CIRCUS HIGH WIRE-ET"	0	"HIGH WIRE"	2009-11-16	"FOREST GLEN AVERY ACTION-ET"	83	3.7	76	2.88	79	20635	4.7	976	P	2016-04-05	GUSA	15	10	0.3	80	10.7	0	NULL	NULL	NULL	15	10	-0.9	-0.6	0	-0.4	-0.7	-0.6	-0.4	0	0.2	NULL	0.8	0.5	0.4	0.3	1.2	-0.2	NULL	-0.2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	516	"456,561 "	NULL	NULL	NULL	NULL	2016-04-05	"  "	HR	JE	USA	000111023978	JE	CAN	000010203736	JE	CAN	000000139417	"  "	"   "	"            "	"          "	"          "	"          "	JE	11.25	4.55	12	100	NULL	NULL	NULL	NULL
